papel,cotacao,pl,pvp,psr,dy,pa,pcg,pebit,pacl,evebit,evebitda,mrgebit,mrgliq,roic,roe,liqc,liq2m,patrliq,divbpatr,c5y
GGBR3,21.58,3.32,0.82,0.46,0.16440000000000002,0.514,2.13,2.29,10.09,2.72,2.32,0.201,0.1393,0.2683,0.24780000000000002,2.32,1065540.0,46116200000.0,0.27,0.2021
GGBR4,23.94,3.68,0.91,0.51,0.1482,0.57,2.36,2.54,11.2,2.97,2.53,0.201,0.1393,0.2683,0.24780000000000002,2.32,289351000.0,46116200000.0,0.27,0.2021
GGPS3,12.05,15.68,3.13,0.879,0.0,0.9,2.5,9.05,-6.72,9.72,8.01,0.0971,0.056100000000000004,0.145,0.19949999999999998,2.65,31227000.0,2590380000.0,1.27,0.36579999999999996
GLOB4,30.49,-142.5,9.22,1.577,0.0,1.37,-18.55,23.01,-3.7,26.49,17.33,0.06849999999999999,-0.0111,0.08259999999999999,-0.0647,0.87,0.0,5284000000.0,1.77,0.0472
GMAT3,5.37,11.27,1.59,0.545,0.0,0.894,1.96,9.99,3.85,11.14,8.73,0.0546,0.0489,0.12560000000000002,0.1412,3.2,47080600.0,7455610000.0,0.42,0.3823
GNDI3,66.95,-3584.82,5.84,3.423,0.0239,2.378,79.65,87.05,-6.21,91.13,50.88,0.0393,-0.0009,0.030899999999999997,-0.0016,1.17,0.0,7116080000.0,0.53,0.2523
GOAU3,10.52,2.9,0.66,0.132,0.122,0.145,0.58,0.66,2.29,1.04,0.88,0.20079999999999998,0.1391,0.26780000000000004,0.2275,2.39,1583260.0,16456600000.0,0.77,0.2021
GOAU4,11.28,3.11,0.71,0.142,0.11380000000000001,0.156,0.62,0.7,2.46,1.08,0.92,0.20079999999999998,0.1391,0.26780000000000004,0.2275,2.39,92241500.0,16456600000.0,0.77,0.2021
GOLL4,6.06,-1.62,-0.12,0.167,0.0,0.149,-0.23,6.38,-0.07,35.06,6.59,0.0262,-0.1027,0.0282,0.0731,0.22,103633000.0,-21358800000.0,-0.56,-0.005
GPAR3,41.92,0.0,0.0,0.0,0.5422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.0,0.0,0.0,0.1225
GPIV33,2.16,-0.26,0.14,-0.257,0.0,0.062,0.38,-0.22,-3.2,0.38,0.38,1.1545,1.2723,-0.3605,-0.5136999999999999,3.25,39036.6,1257270000.0,0.13,-0.045599999999999995
GRND3,7.11,11.29,1.47,2.553,0.043,1.33,2.51,22.55,2.55,18.92,14.32,0.11320000000000001,0.2261,0.07980000000000001,0.13019999999999998,7.28,17584300.0,4364130000.0,0.03,0.0275
GRNL4,470.0,11.09,1.07,7.231,0.0,0.975,8.04,-64.72,15.01,-63.22,-63.22,-0.1117,0.6518999999999999,-0.0165,0.0969,4.35,0.0,93104000.0,0.05,0.2148
GSHP3,15.61,-0.35,-0.04,0.195,0.0,0.02,-1.14,0.56,-0.01,31.7,30.03,0.34909999999999997,-0.563,0.0395,0.1069,0.91,720.24,-811813000.0,-2.22,-0.0709
GUAR3,3.87,37.17,0.37,0.228,0.0208,0.127,0.5,7.18,7.89,13.36,4.14,0.0318,0.0060999999999999995,0.0227,0.009899999999999999,1.62,11487300.0,5263090000.0,0.78,0.024900000000000002
GUAR4,151.0,1450.16,14.32,8.911,0.0,4.952,19.35,280.18,307.97,286.37,88.71,0.0318,0.0060999999999999995,0.0227,0.009899999999999999,1.62,0.0,5263090000.0,0.78,0.024900000000000002
GVTT3,57.7,57.38,3.68,4.312,0.0,2.268,21.82,25.92,-18.43,26.65,26.65,0.1664,0.07519999999999999,0.1032,0.0642,1.66,0.0,2150790000.0,0.24,0.3147
HAGA3,1.99,4.27,-0.42,0.84,0.0,0.4,1.13,-10.03,-0.36,-2.64,-7.0,-0.08380000000000001,0.1968,-0.12179999999999999,-0.0984,1.72,13881.8,-56360600.0,-0.37,0.10339999999999999
HAGA4,0.96,2.06,-0.2,0.405,0.0,0.193,0.55,-4.84,-0.17,2.55,6.75,-0.08380000000000001,0.1968,-0.12179999999999999,-0.0984,1.72,19677.3,-56360600.0,-0.37,0.10339999999999999
HAPV3,2.37,-21.82,0.35,0.713,0.0,0.231,37.02,-23.92,-1.02,-33.98,16.26,-0.0298,-0.0327,-0.0104,-0.0159,1.06,370394000.0,48749400000.0,0.24,0.4704
HBOR3,1.95,5.11,0.19,0.288,0.09269999999999999,0.05,0.13,4.08,-3.93,27.2,19.91,0.0706,0.1189,0.013300000000000001,0.037200000000000004,3.04,1785070.0,1372150000.0,1.32,0.0416
HBRE3,3.9,6.38,0.21,2.857,0.0,0.094,6.54,1.65,-0.28,5.19,5.17,1.7312,0.8553000000000001,0.061500000000000006,0.0327,1.2,279376.0,1928590000.0,0.61,0.2605
HBSA3,2.08,-193.75,1.19,0.895,0.0,0.249,2.65,5.43,-0.42,18.52,8.33,0.1649,-0.0046,0.0536,-0.0060999999999999995,1.86,10847500.0,1330800000.0,3.42,0.19519999999999998
HBTS5,28.0,4.21,0.53,1.507,0.041299999999999996,0.191,-2.8,2.95,-0.35,5.27,5.18,0.5104,0.3577,0.0665,0.1258,0.56,1044.37,482453000.0,0.47,0.36090000000000005
HETA3,96.0,0.24,-0.14,16.364,0.0,3.724,-35.76,17.88,-0.14,136.43,136.43,0.9151,68.06819999999999,0.20850000000000002,-0.5804,0.69,0.0,-350918000.0,-0.92,0.252
HETA4,3.8,0.01,-0.01,0.648,0.0,0.147,-1.42,0.71,-0.01,119.26,119.26,0.9151,68.06819999999999,0.20850000000000002,-0.5804,0.69,5136.02,-350918000.0,-0.92,0.252
HGTX3,37.5,101.99,3.57,4.178,0.0,2.48,7.5,105.87,9.93,106.77,42.5,0.0395,0.040999999999999995,0.03,0.0351,2.47,0.0,1704940000.0,0.12,-0.0462
HGTX4,9.6,26.11,0.92,1.07,0.0,0.635,1.92,27.1,2.54,28.0,11.15,0.0395,0.040999999999999995,0.03,0.0351,2.47,0.0,1704940000.0,0.12,-0.0462
HOOT4,1.06,0.1,-0.07,0.194,0.0,0.039,-0.07,-2.57,-0.03,-1.4,7.3,-0.0754,1.9683000000000002,-0.0159,-0.7034,0.12,15059.7,-281060000.0,-0.0,-0.018600000000000002
HYPE3,37.84,14.13,2.25,3.176,0.0325,1.009,7.25,9.73,-5.24,12.47,11.67,0.32630000000000003,0.22510000000000002,0.12029999999999999,0.1594,1.63,192142000.0,10645800000.0,0.9,0.2216
IDVL11,140.0,-66.0,60.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9176000000000001,0.0,0.0,237683000.0,0.0,0.0
IDVL3,2.16,-1.02,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9176000000000001,0.0,0.0,237683000.0,0.0,0.0
IDVL4,2.67,-1.26,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9176000000000001,0.0,0.0,237683000.0,0.0,0.0
IENG3,0.15,-0.81,0.99,1.717,0.0,0.11,-1.17,3.88,-0.3,25.11,25.11,0.4429,-2.2461,0.028399999999999998,-1.2241,0.85,0.0,52234000.0,5.45,0.08130000000000001
IENG5,0.12,-0.65,0.79,1.374,0.0,0.088,-0.93,3.1,-0.24,24.33,24.33,0.4429,-2.2461,0.028399999999999998,-1.2241,0.85,0.0,52234000.0,5.45,0.08130000000000001
IFCM3,1.65,-2.28,0.42,0.677,0.0,0.188,-73.96,-6.25,-0.78,-9.76,21.08,-0.10830000000000001,-0.2973,-0.039599999999999996,-0.18359999999999999,0.99,1599490.0,1443340000.0,0.44,0.9437000000000001
IGBR3,106.98,0.34,-0.21,18.387,0.0,0.629,-0.6,-2.25,-0.18,-6.4,-6.69,-8.1712,53.7932,-0.5799,-0.601,0.33,517948.0,-650957000.0,-0.54,0.13970000000000002
IGBR5,18.9,0.06,-0.04,3.248,0.0,0.111,-0.11,-0.4,-0.03,-4.55,-4.76,-8.1712,53.7932,-0.5799,-0.601,0.33,0.0,-650957000.0,-0.54,0.13970000000000002
IGBR6,19.0,0.06,-0.04,3.266,0.0,0.112,-0.11,-0.4,-0.03,-4.55,-4.76,-8.1712,53.7932,-0.5799,-0.601,0.33,0.0,-650957000.0,-0.54,0.13970000000000002
IGTA3,33.13,-236.95,1.9,5.803,0.0,0.916,14.4,12.96,-3.14,17.41,12.87,0.44789999999999996,-0.019299999999999998,0.0855,-0.008,1.4,0.0,3042770000.0,1.01,0.0803
IGTI11,19.37,769.34,1.42,5.729,0.012199999999999999,0.723,12.41,12.78,-3.3,15.57,11.54,0.4482,0.0126,0.0735,0.0018,1.27,62012100.0,4093330000.0,0.76,0.0843
IGTI3,2.48,689.5,1.27,5.134,0.013600000000000001,0.648,11.12,11.46,-2.96,14.25,10.56,0.4482,0.0126,0.0735,0.0018,1.27,240772.0,4093330000.0,0.76,0.0843
IGUA3,8.15,-12.52,-1.44,0.568,0.0,0.564,-0.65,8.22,-0.6,14.8,5.8,0.0691,-0.0453,0.0761,0.1152,0.34,0.0,-164188000.0,-1.33,-0.0741
IGUA5,7.98,-12.26,-1.41,0.556,0.0,0.552,-0.64,8.04,-0.59,14.63,5.73,0.0691,-0.0453,0.0761,0.1152,0.34,0.0,-164188000.0,-1.33,-0.0741
IGUA6,8.07,-12.4,-1.43,0.562,0.0,0.558,-0.64,8.14,-0.59,14.72,5.77,0.0691,-0.0453,0.0761,0.1152,0.34,0.0,-164188000.0,-1.33,-0.0741
ILLS4,100.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0843,-0.10220000000000001,0.0814,0.36090000000000005,0.5,0.0,-18567000.0,-0.22,0.0933
ILMD3,29.0,15.73,2.63,0.683,0.0,1.395,5.7,14.13,7.53,13.13,13.13,0.0484,0.0492,0.1252,0.16690000000000002,1.6,0.0,658715000.0,0.02,0.006500000000000001
ILMD4,30.0,16.28,2.72,0.707,0.0,1.443,5.89,14.62,7.79,13.62,13.62,0.0484,0.0492,0.1252,0.16690000000000002,1.6,0.0,658715000.0,0.02,0.006500000000000001
IMBI3,5.01,-46.42,2.81,2659.02,0.0,0.518,-2.21,-97.12,-0.37,-104.72,-107.45,-27.378800000000002,-138.21200000000002,-0.0054,-0.0605,0.05,0.0,62544000.0,0.22,-0.5716
IMBI4,3.5,-32.43,1.96,1857.6,0.0,0.362,-1.54,-67.85,-0.26,-75.44,-77.41,-27.378800000000002,-138.21200000000002,-0.0054,-0.0605,0.05,0.0,62544000.0,0.22,-0.5716
IMCH3,6.39,41.83,0.59,0.336,0.0,0.289,-9.49,12.28,-0.78,21.16,6.62,0.0273,0.008,0.0255,0.013999999999999999,0.82,0.0,920589000.0,0.51,0.2104
INEP3,0.99,-0.51,-0.11,16.937,0.0,0.138,-0.16,-2.64,-0.06,-15.38,-17.33,-6.4059,-31.8204,-0.0548,0.2184,0.09,1743540.0,-1620650000.0,-0.54,-0.2146
INEP4,0.75,-0.39,-0.08,12.831,0.0,0.104,-0.12,-2.0,-0.05,-14.74,-16.61,-6.4059,-31.8204,-0.0548,0.2184,0.09,609114.0,-1620650000.0,-0.54,-0.2146
INHA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.47,104.11,-0.0176,-0.0732,-0.004,-0.046900000000000004,2.1,0.0,1772110000.0,1.12,0.1106
INTB3,22.43,15.3,3.29,1.736,0.0083,1.473,3.54,15.8,6.79,14.8,12.87,0.1099,0.11320000000000001,0.192,0.21530000000000002,2.19,41512600.0,2231040000.0,0.49,0.36469999999999997
IRBR3,21.83,-2.85,0.44,0.255,0.0,0.078,0.0,-1.0,0.0,0.0,0.0,-0.2547,-0.0894,0.0,-0.1547,0.0,41024100.0,4073510000.0,0.0,-0.4819
ITEC3,40.1,-35.12,22.04,2611.69,0.0,9.216,25.42,-26.0,-68.91,-24.8,-29.56,-100.447,-74.3588,-0.6306,-0.6275999999999999,5.23,0.0,20143000.0,0.0,-0.7479
ITSA3,8.22,5.83,1.1,9.397,0.0558,0.825,18.4,66.07,-9.48,70.68,41.38,0.1422,1.6679,0.013600000000000001,0.18780000000000002,1.59,1253480.0,72797000000.0,0.17,0.1506
ITSA4,8.12,5.76,1.08,9.283,0.0565,0.815,18.18,65.27,-9.37,69.88,40.9,0.1422,1.6679,0.013600000000000001,0.18780000000000002,1.59,187403000.0,72797000000.0,0.17,0.1506
ITUB3,20.75,6.85,1.26,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1832,0.0,13082000.0,162100000000.0,0.0,-0.36979999999999996
ITUB4,24.41,8.06,1.48,0.0,0.0519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1832,0.0,917814000.0,162100000000.0,0.0,-0.36979999999999996
IVTT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.0,0.0,1083050000.0,0.0,0.20670000000000002
JALL3,6.94,2.37,0.96,1.127,0.0256,0.347,1.5,7.3,-1.23,14.73,4.73,0.15439999999999998,0.4747,0.0587,0.4053,2.86,7355000.0,2125260000.0,1.45,0.30469999999999997
JBDU3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56569000.0,0.0,0.0
JBSS3,16.79,2.41,0.8,0.099,0.1198,0.179,1.54,-1.03,-0.47,-3.21,-4.42,-0.09609999999999999,0.0432,-0.2249,0.3335,1.44,208472000.0,46344200000.0,1.99,0.21989999999999998
JFAB4,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112.33,-112.33,0.0,0.0,0.0,0.023399999999999997,0.0,0.0,-10183000.0,0.0,0.0
JFEN3,2.45,-0.42,-0.08,7.814,0.0,0.045,-0.28,-0.87,-0.05,-10.94,-11.26,-9.0021,-19.1202,-0.056100000000000004,0.1807,0.84,34168.2,-682145000.0,-0.89,-0.5987
JHSF3,3.68,4.04,0.51,1.314,0.052199999999999996,0.242,1.01,3.13,-1.31,5.81,5.4,0.41979999999999995,0.3323,0.085,0.1265,4.21,16027000.0,4893110000.0,0.63,0.4738
JOPA3,21.61,7.49,0.4,0.101,0.0383,0.095,0.31,1.81,2.03,6.94,6.16,0.0557,0.016399999999999998,0.0782,0.054000000000000006,1.73,27503.4,565437000.0,2.31,0.21289999999999998
JOPA4,35.2,12.2,0.66,0.164,0.0258,0.154,0.5,2.95,3.31,8.08,7.17,0.0557,0.016399999999999998,0.0782,0.054000000000000006,1.73,262.93,565437000.0,2.31,0.21289999999999998
JPSA3,29.02,20.27,1.93,4.667,0.0029,0.468,2.34,12.96,-1.68,20.35,12.83,0.3602,0.4631,0.045599999999999995,0.0951,5.31,7666510.0,1762140000.0,1.94,0.0101
JSLG3,6.53,9.63,1.32,0.311,0.0693,0.227,2.89,2.75,-0.42,8.48,5.82,0.113,0.0322,0.1011,0.1374,1.37,3093020.0,1413710000.0,3.37,-0.1306
KEPL3,8.61,4.05,2.59,0.852,0.1175,1.215,4.57,3.12,6.55,2.78,2.62,0.2734,0.2107,0.5735,0.6404000000000001,1.59,15965100.0,597270000.0,0.29,0.3549
KLBN11,17.89,4.28,2.1,1.003,0.0827,0.422,3.33,3.06,-0.86,6.27,4.23,0.3276,0.24559999999999998,0.1721,0.49079999999999996,1.94,121972000.0,9559480000.0,2.88,0.2043
KLBN3,3.61,4.32,2.12,1.012,0.08199999999999999,0.426,3.36,3.09,-0.86,6.3,4.25,0.3276,0.24559999999999998,0.1721,0.49079999999999996,1.94,3191910.0,9559480000.0,2.88,0.2043
KLBN4,3.59,4.3,2.11,1.007,0.0824,0.424,3.34,3.07,-0.86,6.28,4.23,0.3276,0.24559999999999998,0.1721,0.49079999999999996,1.94,18489400.0,9559480000.0,2.88,0.2043
KROT11,40.0,-20.27,0.88,2.106,0.0,0.406,10.83,11.06,-1.32,17.33,10.25,0.19039999999999999,-0.10619999999999999,0.0416,-0.0434,1.24,0.0,12176600000.0,0.67,-0.0708
KROT4,5.12,-18.17,0.79,1.887,0.0,0.364,9.7,9.91,-1.19,16.18,9.57,0.19039999999999999,-0.10619999999999999,0.0416,-0.0434,1.24,0.0,12176600000.0,0.67,-0.0708
KRSA3,1.04,-7.48,0.71,0.393,0.0,0.17,1.13,3.05,-0.37,9.28,6.31,0.1286,-0.0462,0.0698,-0.09449999999999999,2.1,236704.0,1137960000.0,2.13,0.8283
KSSA3,5.33,14.66,1.4,0.916,0.0,0.406,1.72,5.62,6.73,12.3,12.3,0.1631,0.0842,0.0767,0.0958,1.47,0.0,553026000.0,1.8,0.4068
LAME3,6.62,21.22,1.91,0.481,0.0,0.285,1.2,7.4,-4.37,11.32,5.49,0.06509999999999999,0.025099999999999997,0.0653,0.0902,1.72,0.0,6514640000.0,2.54,0.09720000000000001
LAME4,6.55,20.99,1.89,0.476,0.0,0.282,1.19,7.32,-4.32,11.24,5.46,0.06509999999999999,0.025099999999999997,0.0653,0.0902,1.72,0.0,6514640000.0,2.54,0.09720000000000001
LAND3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785934000.0,0.0,-0.0888
LATM11,28.65,-0.68,0.02,0.006,0.0,0.003,-0.02,0.05,-0.0,7.74,7.74,0.11460000000000001,-0.0039000000000000003,0.0655,-0.023700000000000002,0.49,0.0,11357000000.0,2.92,0.16690000000000002
LATS3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,1.27,0.1174,0.013000000000000001,0.11630000000000001,0.0184,1.67,0.0,680646000.0,0.39,0.1537
LAVV3,5.1,8.86,0.87,1.832,0.156,0.528,0.86,11.33,1.2,7.05,6.98,0.1618,0.2357,0.060700000000000004,0.0981,4.53,2303840.0,1171690000.0,0.04,0.4457
LCAM3,24.15,17.42,2.47,1.726,0.045599999999999995,0.575,5.09,5.57,-1.38,9.94,7.57,0.31,0.09910000000000001,0.1354,0.1421,1.48,0.0,4965670000.0,2.38,0.38549999999999995
LCSA3,12.5,-120.23,-81.22,28.405,0.0,44.638,-72.05,-180.18,-34.41,-180.95,-180.95,-0.1577,-0.23629999999999998,-0.2874,0.6755,0.29,0.0,-377568000.0,-0.35,63.540699999999994
LCSA4,35.09,-337.52,-228.0,79.738,0.0,125.308,-202.27,-505.8,-96.61,-506.56,-506.56,-0.1577,-0.23629999999999998,-0.2874,0.6755,0.29,0.0,-377568000.0,-0.35,63.540699999999994
LECO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,-0.021400000000000002,-0.0472,-0.0348,-0.1482,0.82,0.0,105928000.0,0.2,0.0358
LECO4,1.46,-13.48,2.0,0.637,0.0,0.924,-16.84,-29.69,-3.16,-32.69,-32.69,-0.021400000000000002,-0.0472,-0.0348,-0.1482,0.82,0.0,105928000.0,0.2,0.0358
LETO3,0.8,-0.32,-0.05,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1705,0.0,0.0,-58642000.0,0.0,-0.17379999999999998
LETO5,2.06,-0.83,-0.14,0.0,0.0,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1705,0.0,0.0,-58642000.0,0.0,-0.17379999999999998
LEVE3,29.14,6.61,2.36,0.885,0.1542,1.194,4.24,5.24,10.18,5.29,4.67,0.16879999999999998,0.1331,0.2998,0.3563,1.85,9173640.0,1586640000.0,0.29,0.1429
LEVE4,44.49,10.1,3.6,1.351,0.0,1.822,6.48,8.01,15.55,8.06,7.1,0.16879999999999998,0.1331,0.2998,0.3563,1.85,0.0,1586640000.0,0.29,0.1429
LFFE3,3.11,-3.92,3.26,0.0,0.0,2.877,0.0,-21.18,0.0,-17.8,8.39,0.0,0.0,0.0,-0.831,0.0,0.0,51892000.0,0.0,0.0
LFFE4,3.89,-4.91,4.08,0.0,0.0,3.599,0.0,-26.5,0.0,-23.11,10.9,0.0,0.0,0.0,-0.831,0.0,0.0,51892000.0,0.0,0.0
LGLO4,100.0,-1.05,0.65,0.225,0.0,0.192,-0.32,-1.24,-0.32,-2.13,-2.13,-0.18100000000000002,-0.2147,-0.1837,-0.6251,0.14,0.0,5191000.0,0.49,-0.1142
LIGH3,16.66,-1.13,5.47,0.537,0.0,0.323,-2.68,-3.06,-0.41,-7.01,-9.85,-0.17559999999999998,-0.47759999999999997,-0.1177,-4.8588,0.55,0.0,1197060000.0,7.58,0.047400000000000005
LIGT3,1.95,-0.13,0.26,0.055,0.1301,0.03,-0.83,-0.48,-0.04,-6.17,-11.92,-0.1142,-0.428,-0.0738,-1.9938999999999998,0.85,23188300.0,2844760000.0,3.76,0.0315
LINX3,37.4,-90.95,4.38,7.885,0.0152,2.745,11.96,53.17,47.06,51.49,22.97,0.1483,-0.0867,0.0682,-0.0481,2.14,0.0,1619010000.0,0.22,0.15539999999999998
LIPR3,72.52,31.43,3.88,0.0,0.025099999999999997,3.261,20.15,-334.33,25.84,-309.4,-309.64,0.0,0.0,-0.0129,0.1234,2.31,5004.2,220020000.0,0.0,0.0
LIXC3,1.75,-2.62,1.52,395.995,0.0,0.069,0.28,-4.21,3.84,-6.37,-6.68,-94.1321,-143.868,-0.019,-0.5785,1.34,0.0,13842000.0,0.79,-0.759
LIXC4,1.45,-2.17,1.26,328.11,0.0,0.057,0.23,-3.49,3.18,-5.65,-5.92,-94.1321,-143.868,-0.019,-0.5785,1.34,0.0,13842000.0,0.79,-0.759
LJQQ3,3.73,-37.35,1.3,0.302,0.0,0.23,0.73,8.63,-1.51,7.66,3.31,0.035,-0.008100000000000001,0.0377,-0.0348,1.89,18667200.0,536822000.0,0.77,0.20379999999999998
LOGG3,15.85,4.19,0.45,7.454,0.0579,0.263,9.61,9.92,-0.88,18.97,18.78,0.7513,1.8446,0.0281,0.10769999999999999,1.35,8941110.0,3584650000.0,0.49,0.1748
LOGN3,38.66,10.12,4.7,1.991,0.0,1.193,10.64,12.44,-2.73,15.28,9.97,0.16010000000000002,0.1968,0.1201,0.4645,1.57,3225160.0,875514000.0,1.74,0.195
LPSB3,1.51,18.63,1.17,1.143,0.0501,0.568,6.98,8.33,-2.12,6.26,3.94,0.1371,0.13849999999999998,0.0806,0.06280000000000001,1.47,318843.0,190467000.0,0.0,0.17010000000000003
LREN3,15.71,11.72,1.5,1.14,0.0461,0.716,2.5,5.24,7.6,4.86,3.57,0.21739999999999998,0.0973,0.18100000000000002,0.1281,1.86,348555000.0,10087500000.0,0.24,0.1058
LREN4,105.0,0.08,0.01,0.008,0.0,0.005,0.02,0.04,0.05,-0.35,-0.25,0.21739999999999998,0.0973,0.18100000000000002,0.1281,1.86,0.0,10087500000.0,0.24,0.1058
LUPA3,3.68,2.08,0.61,1.035,0.0,0.199,1.82,-9.14,-0.56,-20.54,-85.89,-0.11320000000000001,0.49700000000000005,-0.023,0.2923,1.53,8941710.0,187706000.0,0.83,0.081
LUXM3,10.0,4.63,0.49,0.378,0.0,0.334,-42.31,2.57,-2.14,2.35,1.35,0.1471,0.0816,0.1466,0.1056,0.95,0.0,106327000.0,0.08,0.0218
LUXM4,81.5,37.72,3.98,3.078,0.0085,2.725,-344.85,20.92,-17.42,20.7,11.91,0.1471,0.0816,0.1466,0.1056,0.95,20179.0,106327000.0,0.08,0.0218
LVTC3,5.28,14.74,0.53,0.319,0.033,0.208,0.67,1.48,-5.53,0.82,0.47,0.215,0.0216,0.17129999999999998,0.0358,2.2,518911.0,647794000.0,0.0,0.2212
LWSA3,4.72,92.6,0.94,2.463,0.0,0.594,2.59,56.01,6.34,28.62,9.37,0.044000000000000004,0.026600000000000002,0.0155,0.0102,1.97,50532600.0,2977590000.0,0.03,0.3909
MAGG3,59.4,-119.98,1.32,0.684,0.0,0.44,9.32,4.07,-1.55,6.41,5.34,0.16820000000000002,-0.005699999999999999,0.1405,-0.011000000000000001,1.14,0.0,2246130000.0,1.03,0.09269999999999999
MAGS3,62.45,24.49,3.13,2.217,0.0,2.12,4.9,15.02,6.65,14.19,14.19,0.1476,0.0891,0.18739999999999998,0.1278,3.06,0.0,848546000.0,0.13,0.1005
MAPT3,30.05,-165.37,-4.53,0.0,0.0,35.726,-5523.19,-184.11,-4.02,-184.11,-184.11,0.0,0.0,-0.1953,0.0274,0.0,73.29,-6093000.0,0.0,0.0
MAPT4,6.82,-37.53,-1.03,0.0,0.0,8.108,-1253.52,-41.78,-0.91,-41.78,-41.78,0.0,0.0,-0.1953,0.0274,0.0,33.27,-6093000.0,0.0,0.0
MARI3,2.93,3.04,0.76,0.346,0.0,0.384,0.95,4.99,1.65,4.89,4.89,0.0694,0.1137,0.1067,0.25129999999999997,2.23,0.0,706711000.0,0.32,0.1189
MATD3,8.0,29.55,1.89,1.735,0.0113,0.62,4.27,8.64,-1.48,10.97,8.74,0.20079999999999998,0.0696,0.0802,0.064,2.62,3177220.0,1617490000.0,0.74,0.7212000000000001
MBLY3,1.8,-2.13,0.35,0.301,0.0,0.211,0.54,-1.96,1.0,-1.34,-4.49,-0.1534,-0.141,-0.17559999999999998,-0.16210000000000002,2.85,2439280.0,554049000.0,0.32,0.16449999999999998
MDIA3,26.24,18.46,1.33,0.878,0.0076,0.778,3.69,12.69,60.83,14.92,10.27,0.0692,0.047599999999999996,0.0735,0.0718,1.98,59750100.0,6708720000.0,0.33,0.13720000000000002
MDNE3,4.88,3.91,0.35,0.518,0.0,0.147,0.61,3.56,-0.72,2.46,2.36,0.1454,0.13140000000000002,0.04650000000000001,0.08960000000000001,2.78,1068260.0,1181740000.0,0.11,0.2232
MEAL3,1.94,7.65,0.49,0.248,0.0,0.188,-10.05,-9.02,-0.49,-13.74,5.17,-0.0275,0.032400000000000005,-0.0258,0.0643,0.93,1801220.0,1130790000.0,0.59,0.0877
MEDI3,11.55,-7.52,1.89,0.374,0.0,0.824,-10.02,-9.11,-3.31,-6.61,-6.61,-0.041100000000000005,-0.049800000000000004,-0.12300000000000001,-0.25129999999999997,0.79,0.0,426164000.0,0.02,0.13019999999999998
MEGA3,9.21,-520.64,1.11,2.354,0.0,0.34,-42.17,10.92,-0.66,24.29,13.65,0.2155,-0.0033,0.0346,-0.0021,0.96,11375000.0,5151090000.0,1.65,9.2252
MELK3,2.93,7.16,0.5,0.587,0.0733,0.263,0.49,6.14,0.72,4.23,4.07,0.0956,0.122,0.0513,0.07,3.06,935098.0,1206100000.0,0.14,0.233
MEND5,6.5,-0.05,-0.0,46.373,0.0,0.07,-0.03,-0.07,-0.0,-12.31,-12.32,-685.512,-902.857,-1.0451000000000001,0.0876,0.0,0.0,-14901000000.0,-0.81,-0.1925
MEND6,9.5,-0.08,-0.01,67.775,0.0,0.103,-0.04,-0.1,-0.01,-12.34,-12.35,-685.512,-902.857,-1.0451000000000001,0.0876,0.0,0.0,-14901000000.0,-0.81,-0.1925
MERC3,15.11,-46.58,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0232,0.0,0.0,251287000.0,0.0,-0.24969999999999998
MERC4,7.5,-23.12,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0232,0.0,4307.2,251287000.0,0.0,-0.24969999999999998
MGEL3,25.0,0.56,20.01,0.142,0.0,0.181,0.71,1.35,-0.34,7.18,6.06,0.1051,0.2544,0.1543,35.8096,2.26,0.0,7225000.0,96.01,0.2159
MGEL4,12.4,0.28,9.93,0.071,0.0,0.09,0.35,0.67,-0.17,6.5,5.48,0.1051,0.2544,0.1543,35.8096,2.26,26396.2,7225000.0,96.01,0.2159
